News Link,Date
/kazakhstan_news/kojamjarov-vyiskazalsya-o-prekraschenii-dela-manzorova-384603/,2019-11-21
/kazakhstan_news/poyavilos-video-po-delu-glavyi-komiteta-vodnyih-resursov-365364/,2019-03-19
/kazakhstan_news/antikorruptsionnyiy-hab-biznesmenov-tyurkoyazyichnyih-stran-353446/,2018-09-12
https://tengrisport.kz/world-cup-2022/katar-obvinili-podkupe-sbornoy-ekvadora-radi-pobedyi-matche-483479/,2022-11-18
/kazakhstan_news/skolko-perekupschiki-nakruchivayut-biletyi-poezd-atyirau-350011/,2018-07-24
https://tengrisport.kz/around_sports/dvukratnogo-chempiona-mira-pyitalis-podkupit-kosmicheskuyu-532231/,2024-04-13
/kazakhstan_news/nazvanyi-novyie-sroki-obschaya-stoimost-stroitelstva-lrt-507204/,2023-08-10
/crime/otsrochka-armii-inspektora-zapodozrili-obmane-prizyivnikov-400714/,2020-04-30
/crime/eks-glavvracha-detskoy-bolnitsyi-podozrevayut-hischenii-38-380770/,2019-10-04
/kazakhstan_news/deputatyi-predlojili-snizit-uroven-zaschityi-informatorov-462045/,2022-02-16
/kazakhstan_news/milliardnyie-otchisleniya-komiteta-nauki-mon-nazvali-361565/,2019-01-18
/sng/arestovan-sovetnik-karimova-kotorogo-mirzieev-nazval-vorom-338933/,2018-03-02
/kazakhstan_news/zahoronenie-sibirskoy-yazvyi-nashli-15-metrah-doma-uralske-516548/,2023-11-11
/crime/troih-politseyskih-v-almatyi-oshtrafovali-za-moshennichestvo-357738/,2018-11-15
/kazakhstan_news/jitelnitsu-almatyi-sudyat-za-video-co-shkolnogo-sobraniya-308973/,2016-12-27
/crime/ot-30-250-tyisyach-tenge-antikore-rasskazali-vzyatkah-454426/,2021-11-20
/kazakhstan_news/zaderjanie-politseyskih-prokommentirovali-v-almatyi-411647/,2020-08-18
/crime/9-tyisyach-napisali-zayavleniya-garant-24-estate-lombard-404394/,2020-06-04
/kazakhstan_news/sistematicheskih-vzyatkah-trassah-zapodozrili-politseyskih-394332/,2020-03-12
/crime/almatyi-spustya-9-let-osudili-sledovateley-poluchenie-319115/,2017-05-30
/kazakhstan_news/treboval-oplatit-uchebu-syina-vyinesen-prigovor-chinovniku-548220/,2024-09-17
/kazakhstan_news/korruptsiya-atyirauskoy-oblasti-nedopustimo-vyisokom-urovne-382967/,2019-10-31
/kazakhstan_news/10-let-lisheniya-svobodyi-zaprosil-prokuror-eks-glavyi-320667/,2017-06-20
/kazakhstan_news/podrobnosti-zaderjanii-politseyskoy-nachalnitsyi-donenbaevoy-511844/,2023-09-28
/kazakhstan_news/vzyatku-million-tenge-zaderjan-rukovoditel-upravleniya-truda-312175/,2017-02-14
/kazakhstan_news/eks-sotrudnik-knb-rasskazal-ob-afere-v-aktyubinskoy-oblasti-310068/,2017-01-15
/world_news/obyiski-po-delu-o-korruptsii-proshli-v-ofisah-evroparlamenta-485897/,2022-12-13
/crime/delo-eks-nachalnika-departamenta-oboronyi-kyizyilordinskoy-345195/,2018-05-26
/kazakhstan_news/chinovnika-iz-atyirauskoy-oblasti-zapodozrili-v-korruptsii-379214/,2019-09-16
/kazakhstan_news/kajdyiy-den-o-korruptsii-soobschayut-5-6-kazahstantsev-374864/,2019-07-25
/kazakhstan_news/eks-glavu-otdela-obrazovaniya-direktorov-shkol-osudili-aktau-542967/,2024-07-29
/kazakhstan_news/prosyat-200-300-tyisyach-tenge-doljnost-uchitelya-almatinka-428819/,2021-02-12
/kazakhstan_news/zvonka-call-tsentr-turkestanskoy-oblasti-nachato-385900/,2019-12-06
/kazakhstan_news/prestupnyie-shemyi-stali-bolee-izoschrennyimi-glava-antikora-456148/,2021-12-09
/crime/natsbyuro-zaderjalo-rukovoditelya-ubop-dvd-na-transporte-353498/,2018-09-13
/newseducation/bolshoy-srok-rastratu-millionov-tenge-poluchila-direktor-522565/,2024-01-09
/kazakhstan_news/5-tyisyach-tenge-propuskayut-blokpost-aktyubinskoy-oblasti-397925/,2020-04-08
/kazakhstan_news/vzyatku-osudili-eks-rukovoditelya-otdela-gorzdrava-almatyi-466212/,2022-04-11
/kazakhstan_news/pamyatki-hotyat-vruchat-kazahstanskim-chinovnikam-372317/,2019-06-26
/kazakhstan_news/kazahstanskogo-akima-osudili-za-korruptsiyu-438608/,2021-05-27
/crime/novyiy-vnedorojnik-kupil-vzyatki-arestovannyiy-saktash-305595/,2016-11-07
/crime/knb-utochnili-chem-podozrevaetsya-zampred-pravitelstva-317765/,2017-05-11
/kazakhstan_news/3-millionnyiy-shtraf-vyipisali-glavnomu-veterinaru-375353/,2019-07-31
/article/kak-vyiglyadyat-shkolyi-astanyi-s-korruptsionnyim-vkladom-2323/,2024-02-02
/kazakhstan_news/12-let-zaprosili-dlya-kuandyika-bishimbaeva-337771/,2018-02-19
/kazakhstan_news/eks-pomoschnika-akima-pavlodara-otpravili-v-koloniyu-520251/,2023-12-14
/crime/direktora-tsentra-bezdomnyih-almatyi-obvinyayut-hischenii-338684/,2018-02-27
/kazakhstan_news/v-natsbyuro-rasskazali-ob-ustranenii-lazeek-dlya-korruptsii-322981/,2017-07-25
/kazakhstan_news/stali-izvestnyi-podrobnosti-zaderjaniya-akima-almatinskoy-428431/,2021-02-09
/news/fsms-oshtrafoval-medorganizatsii-46-milliarda-tenge-410731/,2020-08-08
/kazakhstan_news/sotrudniki-duis-nur-sultana-okazalis-pod-sledstviem-437514/,2021-05-17
/kazakhstan_news/atyirau-politseyskomu-vyinesli-prigovor-pomosch-uklonenii-486111/,2022-12-15
/kazakhstan_news/nazvana-summa-uscherba-ekonomicheskih-prestupleniy-313861/,2017-03-10
/europe/almaznyiy-magnat-predstal-pered-sudom-po-delu-o-korruptsii-425696/,2021-01-12
/kazakhstan_news/kazahstanets-otpravil-sude-po-pochte-pismo-s-dengami-386389/,2019-12-12
/kazakhstan_news/naznachenyi-oblastnyie-rukovoditeli-antikorruptsionnoy-374833/,2019-07-25
/russia/navalnyiy-zapisal-otvet-generalu-zolotovu-vyizvavshemu-na-355919/,2018-10-19
/crime/rayonnyih-chinovnikov-podozrevayut-hischenii-byudjetnyih-329084/,2017-10-19
/news/jenu-yaponskogo-eks-ministra-otpravili-v-tyurmu-426623/,2021-01-21
/russia/rossii-prodoljayutsya-arestyi-chinovnikov-rabotavshih-542693/,2024-07-26
/asia/mongolii-massovo-protestuyut-protiv-korrumpirovannyih-360592/,2018-12-29
/crime/skolko-korruptsionerov-osudili-v-kazahstane-v-2021-godu-464962/,2022-03-25
/kazakhstan_news/eks-glavu-kazselezaschityi-opravdali-delu-neodnokratnom-537729/,2024-06-07
/sng/kyirgyizstane-spetsslujbyi-uvezli-dopros-glavnogo-nalogovika-556176/,2024-12-06
/crime/poyavilos-video-zaderjaniya-politseyskih-nachalnikov-379940/,2019-09-24
/kazakhstan_news/zaderjan-akim-satpaeva-antikor-526344/,2024-02-14
/kazakhstan_news/stala-izvestna-lichnost-zaderjannoy-eks-zamakima-atyirauskoy-365552/,2019-03-21
/kazakhstan_news/buhgaltera-bolnitsyi-zapodozrili-perevode-92-millionov-tenge-385293/,2019-11-29
/crime/dvuh-voennyih-osudili-pokrovitelstvo-kompanii-almatinskoy-405851/,2020-06-19
/kazakhstan_news/obvinennyiy-vzyatochnichestve-chinovnik-izbejal-nakazaniya-434728/,2021-04-15
/crime/gendirektora-fonda-sotsrazvitiya-osudili-korruptsiyu-386131/,2019-12-10
/kazakhstan_news/figurantyi-dela-bishimbaeva-poshli-na-sdelku-s-prokurorami-335884/,2018-01-22
/kazakhstan_news/shpekbaev-raskritikoval-fnb-samruk-kazyina-goszakupki-odnogo-320099/,2017-06-12
https://tengrisport.kz/tnsport/zakupali-uslugi-turfirm-zavyishennoy-tsene-antikor-538852/,2024-06-19
/kazakhstan_news/kostanae-vyiyavili-studentov-zachislennyih-vstupitelnyih-346737/,2018-06-16
/crime/zamakima-karasayskogo-rayona-zapodozrili-vzyatke-osobo-404403/,2020-06-04
/kazakhstan_news/bortsov-s-korruptsiey-budut-lishat-svobodyi-za-provokatsii-404285/,2020-06-03
/kazakhstan_news/akim-tekeli-podal-v-otstavku-413237/,2020-09-04
/kazakhstan_news/irak-elekeev-korruptsioneryi-doljnyi-platit-do-kontsa-jizni-423434/,2020-12-19
/kazakhstan_news/budem-besposchadnyi-glava-antikora-korruptsii-sredi-442678/,2021-07-09
/kazakhstan_news/kazakstannyin-brneshe-onrnde-jemkor-sheneunkter-sottaldyi-396078/,2020-03-26
/crime/oni-znali-chto-idut-bes-poputal-pomoschnik-shpekbaeva-dele-340890/,2018-03-29
/kazakhstan_news/akim-mangistauskoy-oblasti-vyiskazalsya-areste-svoego-358213/,2018-11-22
/crime/zaderjan-nachalnik-stantsii-altyinkol-363817/,2019-02-22
/crime/antikor-opublikoval-audio-razgovorov-rukovodstva-487379/,2022-12-30
/crime/bortsyi-korruptsiey-zaveli-delo-nachalnika-stantsii-409951/,2020-07-30
/kazakhstan_news/politseyskih-kazahstana-budut-proveryat-dobroporyadochnost-487968/,2023-01-08
/kazakhstan_news/roditelskie-whatsapp-chatyi-otslejivayut-pered-ent-405781/,2020-06-18
/crime/noutbuk-kachestve-vzyatki-eks-nachalniku-ispravitelnogo-331735/,2017-11-23
/crime/zaderjan-eks-glava-upravleniya-stroitelstva-aktyubinskoy-403005/,2020-05-21
/kazakhstan_news/shpekbaev-londone-rasskazal-borbe-korruptsiey-kazahstane-344998/,2018-05-24
/kazakhstan_news/zaderjan-rukovoditel-stantsii-skoroy-pomoschi-v-astane-519169/,2023-12-05
/crime/voennyiy-poluchil-million-tenge-trudoustroystvo-almatinskoy-402189/,2020-05-14
/football/zaderjan-direktor-futbolnogo-kluba-aktobe-dmitriy-vasilev-305728/,2016-11-08
/buildings/smi-uznali-chem-vladeyut-jena-i-deti-novogo-premera-rossii-389027/,2020-01-18
/kazakhstan_news/poluchenii-vzyatki-150-tyisyach-dollarov-zaderjan-sotrudnik-305829/,2016-11-09
/kazakhstan_news/antikor-rassleduet-ugolovnyie-dela-sfere-zemelnyih-497278/,2023-04-24
/crime/prokuror-prosit-naznachit-shtraf-90-millionov-tenge-erlanu-336151/,2018-02-05
/crime/direktor-instituta-sudebnyih-ekspertiz-karagandinskoy-348976/,2018-07-12
/kazakhstan_news/proekt-okrashivaniyu-deneg-startuet-odnoy-oblastey-549848/,2024-10-03
/crime/sotrudnikov-otdela-chs-po-kapshagayu-osudili-za-korruptsiyu-306595/,2016-11-21
/kazakhstan_news/pasporta-vaktsinatsii-prodavala-odna-poliklinika-almatyi-437030/,2021-05-11
/kazakhstan_news/bolashak-vpustuyu-tratit-dengi-predstavitelstva-399107/,2020-04-17
/kazakhstan_news/za-chto-osudili-chinovnikov-iz-minkulturyi-382888/,2019-10-31
/crime/eks-vyisokopostavlennogo-sotrudnika-kazavtojol-otpustili-338239/,2018-02-21
/kazakhstan_news/jitel-talgara-sdal-jenu-pravoohranitelnyim-organam-433459/,2021-04-03
/kazakhstan_news/bolee-50-rukovoditeley-podozrevayutsya-v-korruptsii-antikor-532735/,2024-04-18
/crime/polojili-11-milliardov-tenge-bank-shpekbaev-zayavil-proverke-392978/,2020-02-27
/kazakhstan_news/delo-bishimbaeva-prokuroryi-poprosili-ostavit-prigovor-344943/,2018-05-23
/crime/byivshego-sudyu-osudili-moshennichestvo-aktyubinskoy-oblasti-374172/,2019-07-18
/crime/poyavilos-video-zaderjaniya-rukovoditelya-podrazdeleniya-355213/,2018-10-09
/world_news/nexta-opublikovala-vtoruyu-chast-razoblacheniya-lukashenko-438839/,2021-05-30
/kazakhstan_news/stranyi-sng-dogovorilis-vyidavat-beglyih-korruptsionerov-481515/,2022-10-27
/kazakhstan_news/chto-izvestno-ob-arestovannoy-elmire-suhanberdievoy-370693/,2019-06-06
/kazakhstan_news/skolko-provedet-vitse-ministr-djaksaliev-domashnim-arestom-346001/,2018-06-06
/crime/zamakima-rayona-vko-zaderjali-posle-jalobyi-biznesmena-smi-444608/,2021-08-01
/kazakhstan_news/v-prodaje-voennogo-bileta-podozrevayut-chinovnikov-v-almatyi-380540/,2019-10-02
/crime/glava-upravleniya-akmolinskoy-oblasti-poluchil-10-let-472147/,2022-06-30
/kazakhstan_news/ob-ekstraditsii-sultanbekova-i-ardana-vyiskazalis-v-antikore-521069/,2023-12-24
/kazakhstan_news/podrobnosti-dela-zamnachalnika-departamenta-minoboronyi-413230/,2020-09-04
/kazakhstan_news/verhovnyiy-sud-potreboval-peresmotret-delo-osujdennogo-okolo-468825/,2022-05-18
/kazakhstan_news/brat-kayrata-boranbaeva-prohodit-delu-ablaya-myirzahmetova-523032/,2024-01-12
/crime/dvuh-vyisokopostavlennyih-politseyskih-osudili-zko-467682/,2022-04-30
/money/navalnyiy-opublikoval-rassledovanie-o-glave-roskosmosa-384669/,2019-11-22
/crime/tamojennik-poluchil-shtraf-vzyatki-voditeley-postu-nur-jolyi-430247/,2021-02-26
/kazakhstan_news/kto-zaplatil-i-proshel-ocheredi-granitse-vozmutili-376030/,2019-08-08
/crime/poyavilos-video-zaderjaniya-akima-rayona-turkestanskoy-351105/,2018-08-08
https://tengrisport.kz/tnsport/arest-eks-direktora-fk-akjayyik-podtverdili-v-antikore-543378/,2024-08-01
/crime/rassledovanie-delu-ozenmunaygaza-poyavilis-novyie-517058/,2023-11-16
https://tengrisport.kz/around_sports/real-obvinili-v-podkupe-sudey-otvet-madridskogo-kluba-512353/,2023-10-04
/kazakhstan_news/17-noyabrya-glavnyie-novosti-kazahstana-za-5-minut-517287/,2023-11-17
/kazakhstan_news/v-poluchenii-vzyatki-podozrevaetsya-glava-gorsuda-taraza-469375/,2022-05-25
/kazakhstan_news/nazvana-oblast-lider-po-chislu-vzyatok-v-kazahstane-412345/,2020-08-26
/kazakhstan_news/brat-suprugi-bishimbaeva-vyistupil-v-sude-335482/,2018-01-16
/kazakhstan_news/zamestitel-rukovoditelya-upravleniya-zdravoohraneniya-461721/,2022-02-12
/kazakhstan_news/v-ministerstve-energetiki-vyiyavili-korruptsionnyie-riski-309212/,2016-12-30
/kazakhstan_news/v-kazahstane-menyayut-metodiku-raspredeleniya-dozvolov-529507/,2024-03-17
/crime/vzyatku-navozom-potreboval-selskiy-akim-atyirauskoy-oblasti-324299/,2017-08-14
/kazakhstan_news/zaderjanie-rukovoditelya-upravleniya-atyirauskoy-oblasti-528482/,2024-03-06
/kazakhstan_news/ministerstvu-ekologii-ukazali-sereznyie-korruptsionnyie-449686/,2021-09-27
/kazakhstan_news/koronaviruspen-kureske-bolngen-karjyinyi-jyimkyirdyi-degen-418624/,2020-10-30
/kazakhstan_news/eks-zamestitel-nachalnika-ubop-v-sko-popal-pod-podozrenie-554871/,2024-11-22
https://tengrisport.kz/around_sports/est-sredi-mujik-kuat-hamitov-zapisal-plamennoe-obraschenie-517968/,2023-11-24
/kazakhstan_news/novoe-obvinenie-predyyavili-prokuroryi-bishimbaevu-335862/,2018-01-22
/kazakhstan_news/borets-korruptsiey-tokbergen-abiev-obyyasnil-video-saunyi-331731/,2017-11-23
/world_news/eks-glava-neftyanoy-kompanii-vetname-prigovoren-smertnoy-327566/,2017-09-29
/kazakhstan_news/vzyatka-rabotu-feldsherom-vyinesen-prigovor-rabotnitsam-548111/,2024-09-16
/world_news/pekin-nanes-novyiy-udar-po-imperii-djeka-ma-459894/,2022-01-22
/crime/zamnachalnika-uvd-po-zolotomu-delu-arestovali-v-stepnogorske-340036/,2018-03-16
/kazakhstan_news/mangistauskie-chinovniki-pohitili-12-millionov-tenge-314313/,2017-03-16
/kazakhstan_news/revaktsinatsiya-ipotekalyik-bagdarlama-tokaev-kanday-453030/,2021-11-04
/kazakhstan_news/shyimkente-vyidavali-zemelnyie-uchastki-biznesu-511201/,2023-09-22
/kazakhstan_news/skolko-kazahstantsev-zarabotali-na-korruptsionerah-516862/,2023-11-17
/kazakhstan_news/kakie-voprosyi-nameren-reshit-novyiy-ministr-finansov-354813/,2018-10-03
/kazakhstan_news/astane-zaderjan-gendirektor-professionalnoy-voenizirovannoy-318693/,2017-05-24
/kazakhstan_news/shpekbaev-poobeschal-240-tyisyach-tenge-informatsiyu-346059/,2018-06-06
/kazakhstan_news/nachala-ugasat-vera-naroda-tokaev-napomnil-beskompromissnoy-495557/,2023-04-05
/kazakhstan_news/gromkoe-delo-fontane-solntse-astane-sudyat-bolata-majagulova-556377/,2024-12-09
/kazakhstan_news/jiteli-shu-obvinili-gibeli-dvuh-detey-korruptsiyu-506080/,2023-07-29
/crime/byivshih-rukovoditeley-kazaviaspasa-kazavialesohranyi-337729/,2018-02-16
/kazakhstan_news/obyyavlennogo-rozyisk-god-nazad-byivshego-552816/,2024-11-04
/kazakhstan_news/vstrecha-saune-proslushka-sumka-dengami-reshali-sudbu-518373/,2023-12-01
/kazakhstan_news/zaderjanie-chinovnikov-minkulturyi-otvetsekretarya-otpustili-356573/,2018-10-29
/crime/ctalo-izvestno-novyih-figurantah-delu-tungyishbaya-312623/,2017-02-22
/kazakhstan_news/direktoru-departamenta-ktj-vyinesli-prigovor-v-nur-sultane-475053/,2022-08-10
/kazakhstan_news/dengi-chaynike-neskolkih-kazahstanskih-sudey-zapodozrili-356849/,2018-11-01
/kazakhstan_news/glavnyie-novosti-29-noyabrya-za-2-minutyi-518543/,2023-11-29
/kazakhstan_news/sereznyie-korruptsionnyie-riski-antikor-vzyalsya-sk-542202/,2024-07-23
/crime/top-menedjeru-kazavtojol-prodlili-srok-soderjaniya-strajey-317322/,2017-05-03
/kazakhstan_news/rukovoditelya-departamenta-po-delam-oboronyi-osudili-v-sko-550463/,2024-10-09
/crime/rukovoditelya-departamenta-akmolinskoy-oblasti-zapodozrili-403012/,2020-05-21
/crime/almatyi-politseyskie-otpustili-razboynikov-orujiem-vzyatku-327533/,2017-09-29
/kazakhstan_news/est-korruptsiya-mvd-peredast-delo-shpekbaev-kuplennyih-314205/,2017-03-15
/autonews/dengi-za-registratsiyu-avto-shli-mimo-byudjeta-v-kazahstane-527934/,2024-02-29
/crime/sudyu-podozrevayut-v-poluchenii-vzyatki-v-16-milliona-tenge-347704/,2018-06-28
/crime/izyimali-dengi-upravlenii-obrazovaniya-atyirauskoy-oblasti-360841/,2019-01-04
/kazakhstan_news/nachalnika-kolonii-podozrevayut-v-poluchenii-vzyatki-374482/,2019-07-22
/kazakhstan_news/sojaleniyu-korruptsiogennost-sohranyaetsya-sultanov-321153/,2017-06-27
/kazakhstan_news/gruziya-peredala-kazahstanu-podozrevaemogo-v-korruptsii-523662/,2024-01-19
/kazakhstan_news/kak-izbejat-problem-avto-dvoynikov-rasskazal-ekspert-433592/,2021-04-06
/boxing/kanelo-okazalsya-zameshan-v-novom-skandale-340068/,2018-03-16
/kazakhstan_news/doverchivost-naivnost-podveli-supruga-bishimbaeva-vyistupila-338178/,2018-02-21
/crime/osujden-byivshiy-glava-upravleniya-arhitekturyi-pavlodarskoy-445158/,2021-08-06
/crime/zaderjanyi-chinovniki-ot-meditsinyi-v-pavlodarskoy-oblasti-309241/,2016-12-31
/crime/doljnostnyie-litsa-nanesli-uscherb-gosudarstvu-11-trilliona-344424/,2018-05-17
/kazakhstan_news/snyat-arest-imuschestva-rodstvennikov-bishimbaeva-poprosil-338224/,2018-02-21
/kazakhstan_news/nalogovika-pooschrili-jalobyi-astanchanku-iz-za-500-tenge-347368/,2018-06-25
/kazakhstan_news/sotrudnikov-ktj-svodili-profilakticheskuyu-ekskursiyu-sizo-486107/,2022-12-15
/kazakhstan_news/bakyitgul-hamenovu-otkazalis-vyipustit-iz-sizo-481143/,2022-10-22
/kazakhstan_news/departament-dobroporyadochnosti-vozglavil-daniyar-sabirbaev-374850/,2019-07-25
/kazakhstan_news/mertvyim-dusham-sistemno-nachislyali-dvoynoe-finansirovanie-538816/,2024-06-19
/kazakhstan_news/v-shyimkente-snizili-tarifyi-na-vse-kommunalnyie-uslugi-360708/,2019-01-02
/events/smert-podsledstvennyih-eks-chinovnikov-mangistau-stali-329392/,2017-10-24
/kazakhstan_news/znamenita-pricheskoy-izvestno-zaderjannoy-gulvire-511821/,2023-09-28
/kazakhstan_news/porucheniya-nachalstva-baymenov-pro-motivyi-korruptsionerov-357205/,2018-11-07
